LABEL,RUIAN_ID
0,43328288
1,41488202
1,46358269
0,25736159
0,13171160
1,48245208
0,48991929
0,41706595
0,3236625
1,25098039
0,49432311
0,50456415
1,39306976
1,22097520
1,49690183
0,18513018
0,39494110
1,25382292
1,30627966
0,49720767
0,41009517
1,38705192
1,9481095
1,2641607
0,45046841
0,24802671
0,88271447
1,18746217
0,41928181
0,48793647
0,89459504
1,42844282
0,14863898
1,34103465
0,16511824
1,47650079
1,40156982
1,40009726
1,22958371
0,41145861
0,81615493
1,44103875
0,16361300
1,24053422
0,25522795
0,38130912
1,24173941
0,6474071
0,43803920
1,25524607
1,18694594
0,45458651
0,38844281
0,45941394
0,51555450
1,46610944
1,47480840
0,18946801
1,78972507
1,39280624
1,39278964
1,41456165
0,41159641
1,48436534
0,22380531
1,46102019
1,48498297
0,50113666
1,47269871
1,47249927
1,38516586
0,47277637
1,2907224
0,79808760
0,50005804
0,46870521
0,48017272
0,78020581
0,25170155
0,25470299
1,40501922
0,86142275
1,10354395
0,45746508
1,5735190
1,40780813
1,48172600
0,47571268
0,39222802
1,96184108
1,47750057
0,51592789
0,44867352
1,23790601
0,21550972
0,24774235
0,47276631
1,14846811
1,5023793
1,24829218
0,4560281
1,24605981
0,40636062
1,41944607
1,47508396
0,23113367
1,41611
0,48040401
0,26808731
1,27900916
1,39961362
0,49379836
1,41958691
0,26435489
1,50226975
0,39378128
0,44966806
0,38611945
0,49590677
1,82930562
1,45507911
0,5633095
0,25956817
0,46048367
0,40857506
1,9608389
0,40724069
0,3802400
1,14999030
1,45825408
1,20256124
0,50688324
0,42961823
0,44106866
0,17265649
0,48125521
1,48342572
1,49768981
1,23961821
1,46750665
1,80850189
1,45929866
1,8986860
1,47429666
0,49526421
1,48431796
1,21883076
1,43373038
1,97165751
0,41676271
0,42142008
0,48107981
1,44533829
1,10073451
1,25971506
0,38047616
1,3306054
1,105544299
0,44217323
1,44660031
0,97511889
0,40835642
0,30090075
0,79005721
1,45966575
0,48693081
0,44491107
1,42287189
0,5670527
1,3033333
0,30546877
1,26184028
0,42726573
0,44846789
1,46578081
0,25263447
1,38078490
0,26272423
1,45156221
1,44104391
0,44765517
1,48776351
1,6834965
1,46239014
1,40879054
0,44547048
1,48293873
0,94689822
1,19576421
0,43529542
1,45989966
1,24978353
1,42836441
0,7318286
0,96098830
1,39264866
1,45032360
1,24693359
0,25039075
1,43050182
1,41512626
1,1513613
1,49704214
0,43482376
0,5204640
1,42223695
1,52093891
0,47249919
0,47171421
0,45310921
0,41651812
1,8871035
1,49825178
1,39022200
0,17776031
0,22244247
1,17079705
1,48646938
1,15603211
0,25335553
0,46261451
1,46341561
0,27198553
0,46486399
0,47345951
1,54378354
0,47195291
1,41593511
1,23391154
1,19597380
0,49355767
0,43713084
1,47248378
0,46578099
1,40792391
0,100840205
0,47332778
0,43888895
1,48856711
1,15662900
0,47245182
0,40261654
0,47362456
0,50433539
0,23526378
0,59905450
0,96735325
1,41983343
0,23918799
0,45747644
0,48452637
0,38098971
0,39209393
0,5939208
1,48188697
0,48598623
1,45620857
1,47330309
1,41802560
0,38053632
1,51123479
1,45538093
1,518930
1,26916266
0,46649603
1,48085553
0,42986001
0,48548596
0,100044611
0,81921501
1,24619248
0,90829964
0,38621215
0,26652731
1,39074374
1,46436359
1,46419101
0,49929992
1,39326888
0,45896208
1,50166069
1,45994765
1,42518041
0,80668755
1,38383799
0,49740296
0,9190431
1,43620094
0,43382576
1,42900743
0,30292131
0,26173620
1,43344208
1,10135936
0,42459257
1,40117855
0,7036817
1,45231427
1,49068644
0,24601675
0,44104677
1,39308103
1,44123370
1,38612283
1,17050138
1,43769608
0,22949160
0,81344741
0,41528221
1,42870461
0,46827340
1,23315261
1,23540508
0,39995968
0,38754151
1,38051699
0,48011622
1,42002559
0,97780286
0,39438775
1,79803270
1,49328344
0,46139982
0,1438557
0,42050081
0,40660028
1,40986021
0,49365631
0,40764893
1,40862763
0,40261638
0,47971924
0,3583309
0,21831475
0,102189749
0,46586334
1,49138359
1,49539965
0,26627817
1,38011891
1,9749152
1,48764264
0,41079124
1,46523413
0,49574752
0,38675692
1,95647724
1,47619147
1,20863616
1,39191419
1,30423902
1,47947381
0,23155825
1,38790661
0,44907788
0,49163566
1,47888806
1,42837821
1,46077553
1,11975415
0,43647693
0,49628402
0,46540628
1,46071857
0,25134213
1,79990126
0,40490106
1,46013431
1,40314448
1,5194130
0,43015409
1,10209379
0,46048308
0,81900384
0,96721260
0,97304832
1,49767305
0,102417610
1,42459184
1,8170428
0,46469222
1,2542391
0,42902894
0,86946838
1,21645493
1,41224647
1,93296738
1,50308327
1,5680981
1,43341021
0,78808821
0,43619444
1,38058901
0,39128725
1,11413221
0,48674770
0,48355283
1,50276069
0,40006123
1,49965212
1,26973677
0,43217176
1,45131783
1,39993761
1,11387386
0,48393924
0,49543440
1,40756645
1,16921453
1,39724972
1,46200266
0,40491625
1,45578184
1,5184452
0,41223322
0,45947490
1,17567505
1,43835007
1,41492153
0,43865585
0,26663601
1,48202142
0,42997151
1,24503100
0,5606926
0,43460682
1,103724389
1,3867561
1,44150181
0,41967241
0,83737294
0,284963
0,14187001
0,10095110
1,95847936
1,40747301
1,45676364
1,46500138
0,263362
1,44189974
0,43508928
0,39258734
1,47307498
0,23150955
0,47996846
0,15599167
0,44533969
1,20602600
0,50434951
0,47510382
0,38719835
0,80532578
1,102954178
1,50398741
0,24389323
1,40683036
1,43905498
0,24563447
0,94390657
1,42107806
0,42134277
0,46486402
0,49578201
0,47601744
0,49671332
0,48118877
0,43752594
0,88335836
0,40536530
1,39842819
1,39239802
1,42059127
1,42036089
0,47345918
1,42037425
1,48874841
1,3298213
1,26214318
0,14174081
1,46384588
0,27579778
1,44704429
1,40998690
0,44116101
1,48519324
0,18646018
0,43886973
0,26024501
0,43466290
1,78380049
0,41841824
0,48551937
0,43844316
1,77708261
0,20934459
0,99064162
1,43412041
0,19605170
0,48317411
0,38679116
0,40670554
0,77861957
0,12121738
1,96104414
1,9816062
1,14681382
0,26450801
0,30566720
0,46845313
1,49930737
0,38065428
0,50417967
1,47429674
1,38699893
0,9998811
1,42575591
0,48929026
0,40234070
1,25056441
1,22490001
0,42299675
0,23546441
0,3323455
0,40227596
1,38603659
1,49754238
0,47358807
0,14711249
1,43131247
0,49463501
0,79964389
0,39056325
1,20339526
1,27227057
0,49609718
0,43454607
1,49563611
1,48985236
1,47683503
1,20022841
0,48779547
0,51088657
0,49334883
0,47157593
1,94205183
0,48085529
1,48643408
0,41107080
1,43866808
1,42380863
1,24777072
0,90140664
1,47635916
0,50596128
0,42751730
0,7709447
0,26045231
0,43809723
1,39743675
1,39160581
1,47986361
1,40878554
1,38932008
0,77828674
0,43177514
1,46406549
1,40151701
1,10160141
0,46140174
1,25545477
0,48493163
1,7814534
0,82831807
0,41188811
1,27668479
1,9411445
0,102807159
0,40849147
0,98270222
1,20298731
1,9887857
1,42257191
0,46840648
1,48294390
1,54315484
0,39841995
0,43559824
0,47012862
0,80110916
1,24726010
1,44619812
1,43337431
1,30666937
0,44966831
1,20808691
0,27173216
1,39458962
0,43174388
1,89977653
1,39256677
0,46388150
0,38017644
0,50112597
1,43384510
1,49925075
0,24890936
0,39915158
0,26032368
1,5959691
1,49494163
0,44076690
0,40271439
0,80622160
1,42080088
1,47372516
0,41477731
1,20999381
0,42342821
0,48418447
0,39262944
0,41632249
0,46420991
0,50290118
1,4975227
1,40878546
0,47600322
1,80586
0,26807122
1,18075894
1,50048490
1,50321927
1,45222321
1,48045195
1,49997050
0,42787751
0,49171011
0,44755619
1,43531903
0,105567019
1,41664159
1,47353775
1,39163601
1,43717314
0,2570092
0,43133134
1,27142710
1,44030011
1,48676942
1,20559551
0,41539656
1,49356305
0,47360020
0,46663916
1,39852695
0,25368184
0,50337513
1,23841168
1,88142434
0,19320825
0,40257231
1,49434896
0,47745959
0,41473329
0,41727851
1,42863732
0,24746754
1,46521216
1,39490807
0,24921670
1,26578433
0,1319965
0,42876125
0,41000633
0,2218950
0,38613492
1,49780999
0,39237982
1,26260913
1,50292960
1,47061006
0,79046444
0,30713854
0,30558280
0,97888486
1,22322817
1,24827461
1,44562276
1,47236027
0,48231576
1,5502594
1,12104540
1,40140075
0,50410504
0,78229871
0,43128513
0,22242821
0,11942495
1,78381932
0,49137301
1,43426298
0,27099946
0,26902869
1,9083235
0,26433877
1,49533967
0,4951735
1,48752789
0,81467371
1,18091890
1,42488478
0,27505332
0,49806815
1,40953114
0,25041266
0,49563734
0,42041601
0,48494259
0,40526852
1,38616548
0,24526797
1,58244875
0,43328253
0,39469247
0,45762686
1,44867387
0,38071151
1,41455673
1,30554322
1,46907653
1,41101839
0,19903774
0,48222381
1,44589107
1,38360047
1,24001945
1,42135940
1,47894709
1,44318693
0,44940378
0,41491815
0,39995976
1,38985560
0,49640097
1,38350823
0,49570358
1,43604820
0,47360232
1,90615654
0,45358079
1,24882666
1,52094286
1,2316382
1,40069630
0,38174227
1,24889041
0,40271421
1,42130786
0,45343276
1,48446033
1,78319099
0,45952779
1,40206076
1,46375988
1,23730820
0,41884817
0,47333847
1,40268438
1,40016536
0,48917532
0,2353598
1,42903505
0,88362205
1,25667238
1,42463734
1,47433141
1,45655031
1,40873439
0,23319780
1,49671341
1,39831159
1,38929503
0,47601761
1,43526870
0,16403088
1,39009050
1,13200003
1,49542036
1,46745271
0,43174477
0,41563204
0,40695760
1,43969062
1,42186714
1,45845140
0,43094244
0,43130453
1,43839291
1,11572124
0,4480660
1,46043373
0,12937711
0,94965986
0,42620546
1,45907153
0,154784
0,46396616
1,26086875
0,47068507
0,49569651
1,49634798
1,11797215
1,40117821
0,26706768
0,46043381
1,39169995
0,46332219
1,100392741
0,41596421
1,26470420
0,46059784
0,41223331
0,26466881
0,49943821
0,53847211
0,42781281
0,43003397
1,27806910
1,46875450
1,49381822
1,43359647
0,40633039
1,44516665
1,46203869
1,7560826
0,41239474
1,50380451
1,41935594
1,45239487
0,40859517
1,47064951
0,38284863
1,48271322
0,38219719
0,19217285
0,46978135
0,40144381
0,78355931
1,42777127
1,39644405
0,11337451
1,47633441
1,80448372
0,44913303
1,42436265
1,50380168
0,39718841
1,30292336
0,39729133
0,39634671
1,44255012
0,39702103
1,10293515
1,49774000
1,15507564
1,41644824
1,40807339
1,50225677
1,1821873
1,5801133
0,19224362
1,43840647
1,47356448
1,46666133
1,39232379
0,47215488
1,45332835
1,40661903
1,48591521
0,26518104
0,49460790
0,7748116
1,46396675
1,49634780
1,48236110
1,41757254
0,50279432
0,39469239
1,43158731
0,43357008
1,43590535
0,39318524
0,24847216
0,43270557
0,48776301
0,87916266
0,40631435
1,39611841
0,47535849
1,48863629
1,44927436
1,40998703
0,26220717
0,47250968
0,47607271
1,39730981
1,41126688
0,17207959
0,4989295
0,26016991
0,46080121
1,38071819
0,50521241
0,49816322
0,42224519
1,49300059
1,43624383
1,47730170
0,49635581
1,8169446
1,49690876
0,47301961
0,93612567
1,11651717
1,40132412
0,48863645
1,38070456
1,45688818
0,40261646
1,46630767
1,44538561
1,26208172
1,7958200
1,49268236
0,41654838
1,15002543
1,39725693
1,43741185
1,45336318
1,46163085
0,50358537
0,40636135
1,20286007
1,43826580
1,49465201
0,44163461
1,43272347
0,16087038
0,45274142
1,93436483
1,50010263
0,103310983
0,42017599
1,48159930
0,96436328
0,102387605
0,23918055
1,38047691
1,49600117
1,39713369
1,45782628
0,41427386
1,49924664
1,51052083
1,48807478
1,45870888
1,44059060
1,48369713
0,40470971
1,47347520
0,47269936
0,39906949
0,22186671
0,39616037
0,47411287
0,41173601
1,8959897
0,48487112
1,13849735
1,24983802
0,87424592
1,11962038
1,39316653
1,41930720
1,50181157
0,38349884
1,23107987
0,42431492
0,26050200
0,99675579
1,18079881
1,49289829
0,102444820
0,48878740
0,40477304
0,45575029
0,44956703
0,49849824
1,48460401
0,24746665
1,48833398
1,90282311
0,42217903
1,14991926
1,3302059
1,47865512
0,21919933
1,43245251
1,42578141
1,49752057
0,48975991
1,11327383
0,48272655
1,39069796
1,38447584
0,5678340
0,39270840
1,4820177
1,44936524
1,42993237
0,97624837
1,46043322
0,45015333
1,41524632
1,47314974
1,40590160
0,78084059
0,30291984
0,41201744
1,20458304
1,48761486
1,42577837
0,62743732
1,48108022
0,49949012
1,19820062
1,11788879
0,47842229
0,98536290
1,2854821
0,230626
1,50225588
1,41154070
1,48305511
1,38926431
0,40488462
0,81172702
1,41265696
1,99360756
0,27086178
0,46118292
0,40295770
1,49304194
1,38443236
0,5130999
1,2864592
0,46212370
1,9806008
1,46424130
1,7853769
0,40633918
1,30417996
1,50055151
1,41625471
1,44005156
1,41492871
0,43260756
1,38689944
1,43978975
1,48487066
1,12546232
1,26414058
0,25797018
0,44892705
1,50596233
1,47490993
1,48730025
1,46345108
0,46046097
0,23068281
0,27150712
0,43184201
0,45133131
1,40577147
1,48676659
0,46078878
0,38140161
0,48090107
1,38516616
0,46332278
0,39770982
1,88424421
1,49730339
1,20666675
1,42253888
1,48772216
1,42805104
0,30304415
0,43186939
1,48595659
1,40953106
0,40057623
1,38630095
0,78019362
1,44589883
1,1788434
1,43676588
0,25682954
0,24769100
0,49785885
0,12509337
0,46893474
0,48985066
0,59911875
1,42832667
1,46536388
1,40271382
1,42431816
0,25464086
0,42101859
0,50448579
0,49271610
1,79907857
1,21644977
0,27089428
1,18618600
0,48512141
1,45755116
1,23054191
1,46884301
0,50447289
1,47861959
0,7233132
0,98742400
0,47137266
0,49338471
0,42263433
1,38477815
1,40227766
0,26814269
1,24320030
0,38605716
1,48229024
1,48172341
1,50047329
1,8871558
0,39995984
1,42779120
0,46758259
0,88616355
1,47936002
0,50360833
1,1784099
1,48544086
1,16737474
1,21764735
1,20915055
1,30528488
1,21751803
1,2867311
0,42607965
0,50397176
0,20672187
1,48843849
0,4199740
1,40644731
1,38147173
0,38708850
1,40208559
1,49255495
0,42991781
0,93035012
1,46082727
1,48789194
0,43713157
1,21660468
1,3292134
0,45027617
1,17210950
0,89837975
1,42520011
1,90970403
0,38556880
1,16882415
0,17031761
1,43406246
1,46418156
1,96998873
1,38682931
0,42513081
0,38605830
0,81376545
1,1400371
0,14330407
1,45435863
1,46437371
0,40347460
0,43031021
0,43880029
1,41001559
1,30291470
0,46969373
1,22394125
0,24636541
0,25295195
1,14679442
0,41854161
0,80667651
0,47338539
0,24597686
1,9197745
0,40580032
0,15071910
1,39863484
1,26084431
0,81380186
1,86541315
0,17872847
1,43089771
1,41258045
1,45359091
0,87244705
0,10706356
0,48906140
1,42310822
0,42655510
1,23382732
0,46488286
0,44959885
1,48482609
0,89889843
0,7731485
0,90147006
1,41496345
0,43015433
1,40471071
1,48861537
0,46060502
0,78291356
0,102185506
0,103637681
0,38266181
1,47362359
1,43844201
1,38343061
0,40616177
0,46060456
1,44915268
0,18874347
0,47332352
1,48998567
1,40268446
0,42745322
0,40117421
0,9684883
0,24063355
0,40084612
0,9684361
1,40765903
0,100802583
0,592234
1,39170012
0,40475778
1,41202805
1,44845502
1,21645531
1,38329573
1,48928976
0,40227618
0,40271463
0,46571736
0,13644408
0,26709601
0,1631713
0,45107548
0,103118292
1,16495756
0,21693609
1,41100905
1,27521672
1,46486259
0,45917744
1,48628832
0,7828233
1,18944582
0,23401591
0,43676596
0,50323121
1,50299158
0,50510177
0,39381617
1,9081852
0,16378393
0,45932841
0,49220713
1,43859062
0,94687986
1,44547692
0,46553223
0,86529374
1,39569861
0,50181700
0,45932859
1,78772184
1,11327430
0,15482855
1,595063
0,45807817
0,51470837
0,48865044
1,42777071
0,42618011
0,47563281
0,42293065
1,24646016
1,44110979
0,47048611
1,22142959
1,46310053
0,44551720
1,42632684
1,48477885
0,80531334
1,47521830
1,15053091
1,42988241
1,45976643
1,44953399
1,40016528
1,43801404
1,46049550
1,21779015
1,49816900
1,40614379
1,41374908
0,30543479
1,46238948
0,49513290
1,6051634
1,48706671
1,22959424
0,42299861
0,46405071
1,23140704
1,47698110
0,6965989
0,50374982
1,13913352
0,41996798
0,45470260
1,38056275
1,19722885
0,21708959
0,25272527
1,38337011
1,25100238
0,102488061
1,42333202
0,26620731
0,27603521
1,38346460
1,40688461
1,44087527
1,43070591
1,49600125
0,49180860
0,40670562
0,47589141
0,38442876
1,44107803
0,47048603
0,48899305
0,42566231
0,47543639
1,40149722
1,43442188
1,18648550
0,25465414
1,48068641
0,48921696
1,10672125
1,39171060
0,49210874
0,42139198
1,48565636
1,744085
0,40586456
1,38346486
0,48255092
1,22961879
1,19004923
1,23698497
0,46384766
0,43537201
1,27429351
1,43382541
1,40944425
1,27562905
0,44718004
0,39273580
1,43321429
1,98529196
0,42102774
0,43858996
1,38716216
1,47095393
0,49087185
1,40823962
0,46745289
1,45133174
0,14521580
0,43109926
1,44923589
0,49132393
0,46893512
1,38190818
1,47276622
1,81291094
1,43184219
1,48172413
1,38504286
0,26625423
0,94918431
1,52162745
0,43335144
1,48801658
1,41379012
0,40927083
0,19649991
0,45888191
1,42788218
1,45525013
1,15443647
1,25056671
0,81397364
1,44243472
0,43204350
1,50417983
0,2641585
0,42385814
1,39747158
1,42485576
1,11168293
0,38953749
1,38154625
1,47917920
0,27497861
0,43449531
1,50770152
1,5631718
0,18874703
1,47887524
1,47995866
0,12081353
1,24599484
1,44938209
1,42424950
0,44513887
1,40117791
0,30563704
0,10331301
1,46985581
1,40432530
0,25214756
1,44111525
1,42063965
0,78087775
0,21716935
0,30705762
1,77985851
1,38151529
0,78421110
0,23318546
0,44807198
1,47583347
1,41056973
1,9612688
1,42901561
0,40056686
1,2580276
0,43350682
1,80932487
0,49783319
1,44688393
1,25796054
1,45181357
0,49925466
0,38158892
1,3033309
1,94323585
1,34075097
0,96769548
1,39710653
1,44775563
1,10120131
1,18091903
0,22430750
1,47791012
0,26196034
0,47312289
1,42790999
1,98271717
1,41918851
0,38605775
1,41202783
1,47310782
1,50168517
0,46342036
0,38121123
1,42109973
0,44809654
1,95106308
1,22970070
1,38122936
0,40298612
1,38763834
1,39175472
0,50380176
1,39908585
1,50283278
0,79356206
1,50083414
1,45739641
1,42779731
0,24536822
0,42066131
0,40989585
1,43838154
1,46405062
0,46680853
1,42151627
0,44303939
1,44945001
1,42550921
1,30181721
1,44457618
0,17710481
0,1894218
0,42162416
0,80579361
0,43015506
0,8095175
0,48460109
1,15668053
0,26659174
1,49639650
0,40296385
0,45449481
1,96829923
0,49792032
0,43432697
0,21847304
0,38688328
0,43056270
1,24636151
0,30636752
1,40634001
0,46094946
1,47767626
0,41794940
0,46859870
1,46133542
1,19705344
1,94309051
1,400050
1,728641
0,854484
0,43407803
0,38184494
1,43838111
1,44624417
0,20663561
0,16186362
1,24577464
1,27114261
1,17422582
1,41419324
0,47812435
1,25074296
1,26602679
1,9002316
0,25175921
1,45493669
1,81379943
0,26782391
1,18694608
1,45842001
1,27130614
0,23796685
1,44113315
1,38349809
0,25263161
1,46549501
0,50028634
0,50126113
1,39861210
1,15338401
1,43167063
0,23963824
1,17870721
0,41710282
0,47601787
0,18645518
0,48112291
0,46317937
1,47151251
1,5286336
1,40491617
1,48233617
0,50416286
1,46204822
1,50478362
1,27198481
0,27185753
1,98271628
1,15625249
0,41555082
1,42266629
1,43719996
1,11878061
1,13961225
1,38354705
1,50105108
0,45539740
1,16495497
1,48010031
1,43000754
0,100436102
0,87187892
0,26568314
0,45507848
1,38617030
0,44807171
1,47370688
0,3868567
1,10513973
1,49944223
1,1325299
1,49264567
1,40908194
1,44573219
1,43110193
0,40167402
1,44217013
1,42183219
0,48180629
1,42718911
1,49443755
1,47098775
1,48670952
0,87332027
0,43434631
1,40966348
0,4208510
0,50380214
0,39495515
0,39490823
0,49783271
0,47693231
1,77738004
0,12160598
1,7817801
0,98089862
1,50281984
0,52115348
0,39312143
1,26470381
1,40880516
1,43593267
1,30059071
0,98888978
0,48293008
0,18419763
1,45199019
1,7646992
0,40125670
0,26597004
0,41667816
1,42940621
1,40566366
0,41904567
0,42746931
1,50065220
1,24456411
0,104535539
1,47516194
0,44657803
1,45140022
0,39469191
1,11372494
0,47762012
0,40206114
0,3723941
1,48827924
1,40765954
0,43016995
1,49175998
0,13256246
0,46880089
1,49168941
1,46343768
1,104717726
0,46488154
1,49663721
0,48235482
1,26719037
1,44729146
0,99984946
1,47354917
1,43196659
1,46151630
1,24723029
0,79885403
1,47340631
1,26288893
1,18591914
1,41563379
1,2652161
0,38379384
1,19079109
0,10134492
0,46748962
0,98392379
1,41056965
1,17977614
0,46969365
0,49461524
1,39409597
0,45351741
1,83861271
0,25204955
1,42052068
1,42445353
1,24786594
1,44983981
1,15067220
0,6109713
1,43874053
0,22380744
1,39863492
1,81174209
1,47361182
0,39244482
0,47569271
1,39150887
0,46895353
1,48726206
0,40448924
1,49840410
1,43163335
0,42428378
1,6737650
0,41045041
0,79791212
1,96318651
1,44434383
1,5778921
1,8086729
1,41991974
0,39754090
1,40815196
1,14791595
0,7412983
1,3185991
0,47649607
0,50043226
1,44162014
1,2650584
1,47831294
0,40270165
1,50391585
0,26195461
1,5311179
0,39184439
1,47566132
1,21521549
1,50917498
1,42154782
0,47951354
1,49004557
0,46409360
1,50641948
1,49689380
1,48231541
1,49176749
1,25487850
0,21838461
1,42162424
1,96903279
1,44424337
0,46360182
0,49317351
0,34131507
1,41698932
0,15831906
0,39787681
1,40674886
0,27348628
1,45400946
1,13969111
0,39318028
1,40878457
1,48758353
1,47366851
1,97801518
0,24761788
1,42900867
1,93147554
1,80005080
0,41009525
1,41455649
1,40159418
1,26217821
1,38732980
1,47294981
1,48928984
1,42477352
1,49606603
1,17885418
0,39616070
0,25919687
1,44931026
1,22315926
0,39906868
1,38598710
1,50059467
0,45357846
1,38697831
0,50438905
0,62798472
1,49991141
0,48933597
1,5958733
0,12812960
0,49590456
1,43557902
1,2502381
0,88604055
0,43650058
1,38728681
1,9210571
0,41617282
0,53811402
1,77738187
1,81245840
0,25453408
0,27695875
1,38695502
1,18473628
1,7840063
0,44926031
1,42798213
1,41082320
1,46086030
0,43349951
0,79495079
1,49829297
1,11174684
0,51154196
0,48539082
1,46214097
1,43106242
1,39620891
1,41402197
1,40235726
0,39586651
1,89309651
0,79951619
0,47607289
0,91002401
1,41359739
1,43510779
1,27162125
1,50410521
1,38253615
1,30088224
1,39309266
0,46860347
1,26639700
0,41968603
1,43398979
0,18286721
1,23310561
1,45708291
1,47861932
0,46429905
0,41303768
1,46458409
1,41030648
1,49705458
0,45151032
1,49940031
1,5312931
0,48215520
1,38851440
0,48532398
0,78908841
1,21653551
1,41842162
0,93111011
0,46069461
1,41415230
1,88326721
0,40686493
0,47068582
1,40222101
0,49313100
1,8747547
0,45449767
0,45207917
1,27698840
0,43137571
1,48687057
1,45267677
0,47876280
0,44241933
0,46042199
1,47728370
1,43616593
0,40780724
0,88533646
1,46648739
1,38267322
0,51950987
1,15442314
0,27218953
1,19253796
0,27300579
0,45491640
1,24107760
0,46385886
1,95694111
1,30070929
0,3187594
1,81415028
0,40755703
1,42759081
0,43335870
1,1586891
1,38679884
0,44709188
0,48433861
1,47685271
1,3993698
0,47387246
0,2136961
0,47441925
0,45874701
0,42656974
1,49589466
0,50417932
0,42418232
1,40953122
0,49739531
0,103920544
1,45301298
1,48757454
1,46486224
0,47971991
0,38921448
0,43314678
0,48536687
1,11168153
0,26845741
1,40140440
1,44942133
0,50398580
0,47104465
0,100576362
0,17750326
1,89330943
0,44463961
1,3866432
1,40914607
1,42038120
0,49626817
1,26703998
0,97271900
0,48861545
1,40708098
0,90221257
0,46242139
1,45634904
0,26433796
0,24601322
0,48176532
0,38043891
0,23264969
0,44765509
0,41107098
0,39936741
1,46080112
0,1335863
0,27049159
1,45759600
1,14815281
0,49926284
1,43005730
0,47777311
0,25853571
1,45906165
1,26482517
1,45592390
0,100132529
1,39896633
1,49329332
1,23966378
0,49447378
1,44088159
1,40762360
1,42885698
1,43178928
0,43759629
0,26195453
0,44531079
1,13718622
0,47690259
1,39455050
1,49087550
1,47108665
0,48247448
0,23963069
0,18498663
1,49330934
1,39159540
0,39908119
1,42362636
0,44423373
1,40044173
1,22569481
1,49219634
1,45381399
1,47362413
1,46008039
0,49339273
0,39270696
0,41152611
0,22214062
1,83853723
1,30291828
0,60879
1,40449530
0,78376220
1,5559791
0,47215615
1,50369032
1,20478739
1,18105815
0,47475854
1,40405974
0,41100913
0,27355012
1,42601622
0,44065574
1,49591266
1,19901372
0,12280178
1,40405958
1,41550790
1,40255271
0,40384993
0,14352613
1,42012155
1,22707859
0,39796001
1,43165605
0,39013197
0,47050870
0,50059441
0,3542963
1,3405524
1,91176638
0,23295686
1,43305466
1,48811254
0,48272205
1,46020942
0,97514616
0,38696070
1,46480480
1,11553090
1,20019581
0,50291521
1,11935928
1,14651106
0,79453252
1,42151601
1,5729068
1,27430529
0,43415792
1,48231592
1,15430995
1,48969851
1,51096536
0,30291593
1,22624791
1,41733380
0,44140231
0,27080293
1,42263450
0,43322794
1,102280495
0,24836834
1,20651597
1,17045410
1,45823103
0,94928860
1,26310791
0,42646944
0,19093373
0,48254932
1,40177564
0,26659263
1,43928927
1,25903985
0,44540205
0,26214920
0,41283856
1,89757874
1,2754681
0,38265109
1,43174311
1,91681472
1,38341409
0,27353516
0,47718366
0,38065401
0,26221730
0,40237575
0,44939841
0,47479019
0,46569014
1,38374897
0,40636127
1,46159797
1,45589887
1,100384684
1,41151593
1,88272940
1,49549600
0,17758297
0,27528570
0,25425919
1,5580846
0,41770153
1,47981903
1,4226453
0,40149579
0,48467677
1,40291642
1,81783680
1,39434532
1,46161074
